gene_id,bits,source,old_index,repair_component_id,f1_actually_trained,tavg_nm,delta_t_nm
3e09215b4518f4e93fe3a57c85acd9a546471eac2478979c30a74a08e5865252,011010110101111001111111000111111100011111111100010111110111110110101100011111111110111111011101101111111011101101111011,old_train,18076,18076,True,3.4053111700721463,0.7610514596444968
3e0b29d07bf55fd7f0d3963ab1ee454f72c6a3f9c348d8eabdd1bd17ff9adee3,000000011000010000101111100000100000010000001000000001000010000000000011000000000010100001011000000000000000001000001000,train_G,,,False,0.842873752117157,0.30514147877693176
3e0d03b8ae57bf91bbcb33a4ee54c4a155d2bdd1fc3ab43d1c048ff056913be8,111001001110111001110111001110000000011111111101101111111111100011110111111111111000101111111101000111011111000011010010,old_train,50148,50146,True,3.0822540487603924,0.507246877322201
3e0e39ea3b0d47327e33905e5e091d9222dcaecfd7444c0f4f6a49fd5d7e6d06,111010010110100001010111001111111001011110011101001111111110111100111111111111111000111111111011111110110111101101111011,old_unused_train_pool,51352,51350,False,3.4098811525552946,0.5893571780015963
3e0ed95b7fb6a81fce1c9aff7135087389dcd52587b1e5845fa91ec6ca9e1d68,010101000001011000111011110011010101100010100100111000000111111001111011011001111111011110111000110010110100110100110010,old_unused_train_pool,12748,12748,False,2.5958024121050944,1.0024556939855462
3e10664bba76444d5cbae35fcf87cca0e974c5e09ef4f1ce587ae7accf118aa7,111000010000100101111111111111011001110111101101011111111111101100111111111011111110111111101101111011110110010000101101,old_train,49470,49468,True,3.333632039048064,0.2803909877684778
3e129c7715f9a2007b82a18d7e32ae68dbe6d4a61c9bf6c2ae771e4561b2c605,110000010101010111110001000111111001011111111111111111111111110110111111111011111110111111101101111011100011010011101101,old_unused_train_pool,37801,37801,False,3.4393923618648423,0.1769928514926229
3e12fdb18b179744d7e77b6e6b55be94803971547c7d5764694f47a1d58c3756,010100010110100001011111101001110111100011011011101111101111101101101111011111111000111111111111010111101111000100101011,old_train,10791,10791,True,3.1885564262749924,0.1735221419067341
3e13bbbeeb434ea1b84984e078838b917ceac7600ce38980ed15b0fdbb2931e4,010110000100010101111110111101100111101111111101001111111111101100010111111111111110111111011110100111011111000001111001,old_unused_train_pool,13564,13564,False,3.2558685834937307,0.34879894167845515
3e14b69b40320f0640e60ab2c8c78c9856b7a0d3204515163c9737c4d5ab922c,000100000100000000011000000001000001000000000011100011010001100010000000001010000110010000100011001100001101110101000100,train_G,,,False,1.3507353067398071,0.40337544679641724
