gene_id,bits,source,old_index,repair_component_id,f1_actually_trained,tavg_nm,delta_t_nm,selection_method,selection_rank,selection_distance_squared
464a9621109600238fef11bb6d8c12ce2397ede4b52dec23616cf050d669d0af,011001001110100001001110000111101011111110011111010111110111110110101111111111111100111110101111011100110101110011010010,old_train,16705,16706,True,3.116138850225497,0.3443284032417693,f1_F_LCMD_old40000,1151,0.033273876616766826
a003045131c87e2a23bd8c19567dd683dfe27717b63216a028208ee7797eee27,111110110101111001110111001111011001100111101111101111111110111100111111111111111010111011111100110011111111010001110101,old_train,60347,60344,True,3.351446252679473,0.464702309648072,f1_F_LCMD_old40000,1152,0.054684257832267325
c97591dd8ad36f51fb628e18e81e9b6d6e7c196bf2987e5973182bbb477cfa9d,011110110101110001111111111100001000111111111110101111111110111110111101101101111111101011011101010110101111010001110110,old_train,22529,22529,True,3.2595558223456322,0.32006244306743925,f1_F_LCMD_old40000,1153,0.0056015132853201085
18479621c94bb0281eab80a987b1ef2496c4dd1fa0e02399685e632a340351e6,000100010110100001111110011111101011111111111111011110101111111110101111111111111000101111011101111011110011010001111011,old_train,1275,1275,True,3.3321749946163237,0.28190936525831,f1_F_LCMD_old40000,1154,0.024957755049772934
437a394c33081c3344118c7c047f08d5dd61f960783a8a9808ce5b914cc31e61,101010001100010001110111001111100111000110000001011010111111101101111000111011111001011011011111011100110011111100100100,old_train,31936,31936,True,2.7890024514860197,0.3574820017955682,f1_F_LCMD_old40000,1155,0.005074375367894781
85ca568b966e5d40b85456219808e28b61006d8b6056cdaf015ccd26b3f9e07c,111111010101011001111110111111001011000110100111101111111111111111101111111011111001111110011111111011111111101100101101,old_train,63065,63061,True,3.5080890677573717,0.25769417220240687,f1_F_LCMD_old40000,1156,0.005452008241344982
9125c970223f03ef27dfa2fc1524b4312b67b959143a0a7b1d0570434a17f302,111110110101110011100000011111101011111111111111010111110111110111101111111111111110101111011101101111011111000000101111,old_train,58996,58993,True,3.4344773598379574,0.40369312017909564,f1_F_LCMD_old40000,1157,0.008616541944313556
8cddfd0d69ae06521c1bfd36dcf31b44a67fc752c4b7768bc53975f48d3a8e15,111110110001110011111111101111100001111110011011101111110111110110001111111111111111111111101101111011111011010001110110,old_train,57821,57818,True,3.468896273796018,0.25076540988901286,f1_F_LCMD_old40000,1158,0.012346634413420035
88120ed597437cfb7966caaa40cc3d1f37f100f88c3125a1b0435733682d3a96,100010110100111001001110101111101100011111110111111110110111110111101111111111111000111111111111010011111111010001101111,old_train,25804,25804,True,3.449195748204708,0.04479904017934988,f1_F_LCMD_old40000,1159,0.00442659304404318
aaa43dc67dc04fd1e6a1e74c6714fe6efe92fa26a9d03fec42b9c0a882f77b20,101011000101010101110001000111111000111111111111111111110111110111101111111111101110111110011101111011110011010001111110,old_train,33928,33928,True,3.402203848171935,0.5691784308537078,f1_F_LCMD_old40000,1160,0.008745110757882354
92d1bd106468f1dfad9662697adb423f4d6955572eb23344bda057be46d78198,110101110101110011100110011111101100011110011101011111111111110100101111100110111100011111111101111111011011111101100101,old_train,45683,45682,True,3.2754935904389257,0.6051228726966329,f1_F_LCMD_old40000,1161,0.010588873833213113
9667d5a9d25101e211ddf961b3df1298f57c1f0a16183c9bc821f9dfc0fef67d,011111110100011001110110001111111001110111111111010111111111101111111111111101111111111111011101111111100011010001111111,old_train,23111,23111,True,3.6487084732973254,0.3134405282438837,f1_F_LCMD_old40000,1162,0.008166142789445233
0829ac742658231a55b22cc0e980c9dc63f13e98fecee595346cceef5071ba5e,101100010101111010001110101111111001010111111011100111111111101111111111111101111111101111011111111111101111010001011110,old_train,35356,35356,True,3.581503043796479,0.678310867343773,f1_F_LCMD_old40000,1163,0.0039767113080114765
2cb8610a608341fc19c88fc8418808640e25a7a737e87d10e07041e335a57f80,010100001110010000010000011111111010011001100111111110110111101111011101111111011111101111111111011001011011100001110010,old_train,9995,9995,True,3.1425609287655427,1.246258969009745,f1_F_LCMD_old40000,1164,0.00603091641609582
c30236f1144cc430686c4b21563a70e78353a78736025115d3bc87049b53c6a3,010000010111110011111101111111011001110111111111101111111111110110101101111111111010111111101101111011110001010010101101,old_train,7940,7941,True,3.364216405584905,0.12033187003678991,f1_F_LCMD_old40000,1165,0.0059680846050426326
880f185ef8b383a73c3ea91862facb93c823488d7bcffae3219d2d4f52181aaa,111010110100110001100001110011111001111101110111111110101111111110001101111111111110111111011110101111011011001101111011,old_train,52766,52763,True,3.383140011890417,0.13349322875551906,f1_F_LCMD_old40000,1166,0.004113223691104217
65f79d9feeb6609088a60d2d5ba38928dcfaff81ace9c6bf7bb7635a8f77f1a4,001010001110111010001110101111111100011011111111111110110111111111001011111101111010101111101111101110111011010001100101,old_train,4392,4392,True,3.267021903177644,0.3012996392305727,f1_F_LCMD_old40000,1167,0.007627016950658432
0911edcfa00e50ce7ed87aca6c564f9263b4daa09976ee5ccfd139e53281a178,010110111111111010001011111111110011111110011101010111110110111111111100111101111111011110111010011111011111000011010010,old_train,14980,14980,True,3.2487938433860646,0.2889365933945589,f1_F_LCMD_old40000,1168,0.04106028695119639
7cf8126357cb261915f8dacc3f39fb8786982cabf5fc25071e29e6eb9a75da0a,111111100011000101010111001111111001011110011101110111111111110110101111111111111010111111011111111011111111101100111111,old_train,64143,64139,True,3.5995632157571897,0.28450506208402393,f1_F_LCMD_old40000,1169,0.011030641572889818
36f4a90a26b87d4599df28f240c12138a782c286a38be23e9db824f636f87615,010010001110010001010110000000100010011100000000000111111100001101111111110000001000111000011010011110010110001100101110,old_train,8608,8607,True,2.112954797356219,0.16197524789227824,f1_F_LCMD_old40000,1170,0.007272423199219316
