gene_id,split_role,inner_angle_deg,rotor_travel_deg,A,B,C,raw_torque_nm,fem_sha256,ans_sha256
00b8e07f32dd248bbc18c9b9b9ff54b1cf1b7caae308528f740520944442866a,train,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,2.351481241098268,606441c5597f422dcc251fe8d5d6ee2f41d95fbc0d441383a019766071c1d592,59ae1bb1e7cde53baebc46d2a9345ec6213ff000575e0f7fa98ec23eff02fe4d
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,2.752942408215999,9173b65b9cd5c5f81ad6be171f2b708ee29815460f3c6c7bcba5571952c2459d,f236825c12b4d4fe82f0d5df34ac67a5e220edf57cdc2e20bac0cb8abefd876c
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,2.644225179596718,ef27524a9a6c87078487becb98d2b65f54d722d171234fb7cbc2a171f38329b5,8b1d90e59d0ae975637f252d99d4f60513f4b18e9a2bbf7335864e92a98e5a15
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,3.006790080762222,eec585da2aec7e81688c377acc91bf48f90fe6ad0eb39c0ce35f56f860a48843,3360bf7bc3d84a717ceda9a6447bb6e8d3f2e0390bee450604f196fb936b2286
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,3.224088880289291,38e819241a019b240e7854b147e6313788a5452c7a9a165d8d7727ca3ef76f7b,2c23c0c7f429c3122b53c49b82beee2402d3cfd532daa6028e2159b8d8a8eac4
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,3.256410460619471,75828f8b95b6ad4b8dc64acf857bea2c0e19547851273c727dca9d8b5cdb64a4,c4181bf2989e8ed0f06bf006bd9372ed09083cbdb1ce024f4dfb99e728a1a966
00eafa2104c0fafc951c73617a6583a03dc27573eab14b2c4f910d73005dcb39,test,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,2.75336262504785,e743024ddb496c245549c75d3259173d360e5f01d8a1f088d70261b5b28b8fe0,4a947ae8e20a9c1a4b5309004a97395884c44b82c5e6d0c089f6e924613fb8ae
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,3.973736447634157,1378fef568fb6738d152f44d8a0a88fa473c5f86ea9521c533a7e5b67d6fdce3,46c478f044595643e2899bc53f45ba12c0417ade55c3a0210e5c407f95f966dd
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,3.994964655785328,386e9a3e9e415f4a235ef823cf2e9c64b42954148a293c4b6dfb48b35756165d,ea8520dd68450a67860c91f02585c9094420fcabbf9ac8e0e15d7ebc40786daa
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,3.621148892715935,eb0bae700aa3c7eeb687565f3f418de337a4dbccdf16bf36e29c55d31cb4e2f2,6c617619885a9d351371a0a715ac3fd5a3a59735bae892e406e953194d718ff1
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,3.234369332683755,0623819a00f513db6599f966d1806abc7b5ffdfa0f3fa23e451b3f6f4609ffed,3717565df07016e76be7fe24da9003c8e8fbe359cbeec0c4d1df65dedd506f3c
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,3.445979380301152,a4efe27df84e64e851345eb60abe18184d057b18cc26cdaf2734c572d04ae5ed,86874d2129543e3dc68eaa75bfc79cf4072b6525d90b276c40151c00838754d8
00f6b6761d783b29432627304731709bbe1e724ae23c69b1f19866f5abfc3192,train,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,3.971966761928179,29e97c973aa0e2f503ae75dbdc37fc1ce58b57c5abbcce9d5cb67eb3c6d8b28c,a23b415d0062a2badd906b990496188539a49ae09e4aac92dc461b0a4210cea1
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,2.455183603896018,2eb8ee020a2e310d80428f559b3c4fff2433a2dcd72f9f84d7aa7eb66e4e53db,205dba55b6748ed47a88610f363096d8c819defc558c800046225c3c7aa9c542
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,2.392708028555555,6a50d78b9e9f03c16a6c9666113e476eb2e1d27b1e7caa3c10b65aa72ff77c25,323c3038c7666e2ed926c64124666bdb4b00fe06db25db017260e7b222439cce
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,2.292812543663949,353f573c12680eca5734eb4187e672b7cdc878ac25e245003e05382e1c3ae522,70695f9d7cbadfc0aaf5fc63f6068ced7f846097c8881c53f2901b53724bd4bf
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,2.686449981954766,7abceb67ff520ad5d9c7d9d5f5afd5b3e59b592168c3ed4732411eb329a226df,e5a8bf57b44652733648d3fccfe9f392c8734963fc6ae76a9d844a1026c57ce5
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,2.422145198702395,5a31ff2012cdff1a5f217bef57e25cd64227805071a873226134780f727aaeeb,8a8929caf4871288692edffb90c4b74c57a2a6f68faa3d48bbbcc1f50b43338a
010927dcaf6821dd508c2c76f0895d1718b34aed2a8904b87eb16fd255095881,dev,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,2.455862055551327,ef603117ce9f5d1d3dc0452444837f5554531da52f31f14882bc9cb4a04c4ed2,92d6d88d117eb30e7e2e6849cf5614a5f22f3b71c7a6d3cf23ffaadd52651f3b
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,2.907313586223583,4b598184881b198128c7ddcd279be0677571f82eb53cabb5f6103b254bad0373,bcfae04843c14b9abc06bc5d6b3ae250fe79ace6e728cda90c83b253127e4d75
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,32.0,3.0,3.42351660256832,-1.081559480312315,-2.3419571222560047,2.793447684784399,60fc2e54f34ff93f23405a3d02fbf4d838f282ac40fe482e47caa2b223a5de4e,7b7fb9bfac91f60c3d58f0fcbce6318a75c1e86f8dea0d25d54d6034972d8f67
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,35.0,6.0,3.197409101749103,-0.3658496214367867,-2.8315594803123174,3.302613395156686,6c83e55a0243df9105556596a6d5e08ac84ccc9ec6e1a1d7c8b6a4ed6a854543,9a57b86e4a991dbe1cc60cdbedc074020d0e1a336a9d8c77a614717fd66dfb3e
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,38.0,9.0,2.831559480312316,0.3658496214367879,-3.1974091017491038,3.894085473023114,7f44fe823c933e7124811f984a0e4b114fb369031055d4795ebda69e29fc4427,890576f672b9891ece1f071730b59dfccd37085dba8bf6c2bab2d7d1bc87e797
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,41.0,12.0,2.341957122256004,1.081559480312316,-3.42351660256832,3.716318289969938,6b585b560c968160a273384ce297a6445d1f80950bbc46fe49364934a86d064c,374afa4b45ec6ff1309da7c0969f6f1755a03d681a7e782d32a99494c35c1538
013ad061ab9710e78735bc83e5e064cd82be07eb21e365a1cb836aa4010ff05f,train,44.0,15.0,1.7500000000000004,1.7500000000000004,-3.5,2.908134800469601,829b7a1fa58929c1e951de2c4c1af85af86aea36565d37f4cd7bae11b6aeb2b7,feebc99304227ed32e255f405a9552cf13fffb371c8b56d77132894920d261cd
01d20913f3d5a18ff9176e069679d0d2a919cc5cf72935351d5d44be1aa99bfc,dev,29.0,0.0,3.5,-1.7499999999999991,-1.7500000000000016,0.07309129062060805,57f7ddab00b0a496d2e7e8cb6098fe1f556ed7170fac0127b7c988c941e6232a,d79765ceeea0895c77d6fa49a01ada8a7fa1c6cae653ca3b270c33713592ba4d
