sample_id,geometry_id,operating_point_id,simulation_id,fem_path,mat_path,match_status,match_score,problem_type,length_unit,axial_length,material_names,geometry_bbox,operating_current,current_angle,speed_rpm,rotor_position,candidate_target_names,validation_status,notes
SAMPLE_0208,GEOM_0126,OP_db5410d5c6,SIM_ad6f4a681860,IA_test_groupA/设计/blank.FEM,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[-20.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0209,GEOM_0141,OP_69bb88fd98,SIM_2e99f20b2cf3,IA_test_N/0204 100gen/model.fem,,unmatched,15,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0210,GEOM_0142,OP_69bb88fd98,SIM_bbd96e79b78f,temp_airgap_scan.fem,,unmatched,8,planar,millimeters,1,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0211,GEOM_0143,OP_db5410d5c6,SIM_9b3063961491,temp_motor.fem,,unmatched,8,planar,millimeters,1,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[-4.2865315095700165,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0212,GEOM_0003,OP_db5410d5c6,SIM_68c521805b75,免疫算法测试/01.13/best_J0.080216_20260109_165414.fem,,unmatched,12,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0213,GEOM_0014,OP_db5410d5c6,SIM_bee08d3637c8,免疫算法测试/01.13/seed_bits_fine.FEM,CLONALG/seed_bits_fine.mat,probable,80,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0214,GEOM_0015,OP_69bb88fd98,SIM_7ba5f8d78376,免疫算法测试/01.13/strukturFemm.fem,,unmatched,3,planar,millimeters,36,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0215,GEOM_0136,OP_db5410d5c6,SIM_f71fc18073ae,免疫算法测试/03.10/best_J0.0924955_20260306_174158.fem,IA_test_Float/best_result_20260306_174158.mat,conflict,62,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0216,GEOM_0144,OP_69bb88fd98,SIM_50417130fc56,免疫算法测试/0317/groupF_1000gen_block.fem,CLONALG/best_result_0306_groupF_1000gen.mat,uncertain,45,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0217,GEOM_0145,OP_69bb88fd98,SIM_2f1fa596a349,免疫算法测试/0317/groupN_100gen_block.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0218,GEOM_0146,OP_69bb88fd98,SIM_d7e41a2a3b0c,免疫算法测试/0414/groupF 1000gen.fem,CLONALG/best_result_0306_groupF_1000gen.mat,uncertain,45,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0219,GEOM_0147,OP_69bb88fd98,SIM_45786011642a,免疫算法测试/0414/groupN 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0220,GEOM_0148,OP_69bb88fd98,SIM_f2ea79fc950e,免疫算法测试/0415/group4 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0221,GEOM_0149,OP_69bb88fd98,SIM_0db46fff3c18,免疫算法测试/0415/groupF 1000gen.fem,CLONALG/best_result_0306_groupF_1000gen.mat,uncertain,45,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0222,GEOM_0150,OP_69bb88fd98,SIM_7a87e6a24823,免疫算法测试/0415/groupN 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0223,GEOM_0124,OP_27e025d016,SIM_0944b2e796bd,免疫算法测试/新建文件夹/temp_airgap_scan.fem,,unmatched,0,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",8.66025403784,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0224,GEOM_0126,OP_db5410d5c6,SIM_ad6f4a681860,免疫算法测试/设计/blank.FEM,,unmatched,0,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[-20.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0225,GEOM_0151,OP_db5410d5c6,SIM_2e3d379044e2,待修改模型.FEM,,unmatched,8,planar,millimeters,36,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0226,GEOM_0152,OP_db5410d5c6,SIM_e321bf6e75b1,无标题.FEM,,unmatched,8,planar,millimeters,1,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0227,GEOM_0153,OP_db5410d5c6,SIM_75674bbffc15,论文/ppt/blank.FEM,,unmatched,0,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0228,GEOM_0154,OP_db5410d5c6,SIM_b3df4303ec4d,论文/ppt/blank_18x10.FEM,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",0,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0229,GEOM_0155,OP_69bb88fd98,SIM_4e424d708b1b,论文/ppt/dis referencemodell.fem,,unmatched,0,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,74.0,74.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0230,GEOM_0156,OP_69bb88fd98,SIM_9ef3d6da4795,论文/ppt/group4 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,60.0,60.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0231,GEOM_0157,OP_69bb88fd98,SIM_4fae8cec0c54,论文/ppt/groupF 1000gen.fem,CLONALG/best_result_0306_groupF_1000gen.mat,uncertain,45,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,60.0,60.0]",3.03108891325,,,,J_hist|bestOverall|best_bits|best_bits_hist,pending_review,需要人工复核配对；operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0232,GEOM_0158,OP_69bb88fd98,SIM_8331bfd371f8,论文/ppt/groupF 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,60.0,60.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0233,GEOM_0159,OP_69bb88fd98,SIM_d9b8b0024ff1,论文/ppt/groupN 100gen.fem,,unmatched,5,planar,millimeters,36,Air|Pure Iron|Copper|N40|Air|N40|Air,"[0.0,0.0,60.0,60.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
SAMPLE_0234,GEOM_0160,OP_69bb88fd98,SIM_66fa40f10525,论文/ppt/strukturFemm.fem,,unmatched,0,planar,millimeters,36,Air|Pure Iron|Copper|Copper|Copper|Copper|Copper|Copper|Air|Air|Pure Iron|Air|N40|Air|N40|Air,"[0.0,0.0,54.0,54.0]",3.03108891325,,,,,pending_review,operating_current 来源: FEM circuit max_abs(current_re)
